civilite,prenom,nom,lieu_dit,cp,ville,id_client,code_postal,nom_de_la_commune,c_insee,c_iris,c_qualite_iris,codgeo,id,age_retraite,age_etud,rfmd911,tx_seul,tx_fammono,tx_coupsenf,tx_coupaenf,et_niv0,et_niv1,et_niv2,propr,locat,locat_hlm,h_ind,t_comm,typocom,rev,c_indice_qualite_rev,t_mm,t_m,t_p,t_pp,c_indice_qualite_formation,c_indice_qualite_menage,c_indice_qualite_pcs,c_indice_qualite_logement
M.,Robert,Evrard,,29200,Brest,378c7906-db91-4ad4-987c-90895a641254,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,Stéphane,Lemoine,,35000,Rennes,e54e852b-733b-4088-b495-9a146f127d36,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
Mme,Pénélope,Seguin,,38000,Grenoble,27955bea-820f-4a43-a68e-42bf9bf82b81,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
M.,Lucas,Chartier,,13100,Aix-en-Provence,22d54986-711d-45f2-ac56-d8277fbb0edf,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Lucas,Chartier,,13100,Aix-en-Provence,22d54986-711d-45f2-ac56-d8277fbb0edf,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Lucas,Berthelot,,29200,Brest,44fca6be-dbb8-41b0-bc8b-084f4a224c60,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
Mme,Louise,Legendre,,74000,Annecy,f83420a2-a8e9-4ea2-bf96-337b11eed51b,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
M.,Alfred,Lesage,,35000,Rennes,47c71b58-384e-4334-b12f-c52053c33fd7,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
M.,Matthieu,Mathieu,,6000,Nice,f63246ea-041c-4c78-b1c0-006086ba34aa,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Yves,Daniel,,63000,Clermont-Ferrand,d7acfe53-aeb7-4913-bfc3-a34ebf5e26c8,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Frédéric,Roux,,74000,Annecy,ac9f8ef5-fe47-405b-aa89-f2e73a16af48,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
Mme,Adrienne,Bourdon,,35000,Rennes,929468d7-b1d8-479d-9259-b200fa85a62b,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
Mme,Caroline,Boulanger,,6000,Nice,08962602-e245-443c-a793-99415da0fed7,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Gérard,Rolland,,76600,Le Havre,c6c44823-04e8-444d-9788-cf272b3ae118,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
Mme,Margot,Olivier,,42000,Saint-Étienne,97996c81-48bc-46ad-9272-d2875046caca,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Henriette,Morvan,,44000,Nantes,c449bbbe-1220-4238-ae29-780eb13836f7,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
M.,Émile,Ramos,,80000,Amiens,c96b51dc-5e38-4558-a136-0587f9e49d1a,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
M.,Olivier,Leroux,,80000,Amiens,f9e156de-ce08-4f4f-bf11-2c576f26397c,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Mathilde,Da Costa,,34000,Montpellier,9f2220ac-a07b-4201-85fb-24d7a50b7a6c,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
Mme,Julie,Arnaud,,75001,Paris,56ea2db7-0c03-4407-b7d6-7a4d1179ba5f,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Étienne,Samson,,44000,Nantes,140f143f-151d-46ef-a7e5-6f14f859592a,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
Mme,Anaïs,Lacroix,,87000,Limoges,d6150b51-8296-4d9f-ab8e-0c99a5615c35,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Michelle,Payet,,35000,Rennes,50d65537-0a58-41fb-a576-7d5e4918496d,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
M.,Tristan,Raynaud,,13001,Marseille,ac7526c3-59dc-4cd0-8e7d-1f6e5d160c06,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Gilbert,Payet,,21000,Dijon,f5881da9-947f-47b2-a160-9cbe9baff1c1,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
M.,Théodore,Lagarde,,76600,Le Havre,5a80cd6e-0ee0-4cce-ae72-0aa60dd103fc,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
M.,Charles,Boyer,,51100,Reims,cec43726-de37-45c6-a2cb-c1d4ef5c9e93,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Charles,Boyer,,51100,Reims,cec43726-de37-45c6-a2cb-c1d4ef5c9e93,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Patrick,Langlois,,63000,Clermont-Ferrand,ab9c574c-7f73-450c-b024-3324f5972d03,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Matthieu,Baron,,75001,Paris,f5b17879-9960-4fd4-b731-8ce1122ec000,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Audrey,Lopes,,74000,Annecy,9fb5bfbd-5d40-477c-8bc7-df36ff7b8805,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
Mme,Michelle,Delaunay,,33000,Bordeaux,46654203-67e6-4faa-8f68-8d36e2addb21,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
M.,Roland,Germain,,42000,Saint-Étienne,2b59de03-9f55-4f3a-8e9c-309faf3a3af3,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Clémence,Carlier,,69100,Villeurbanne,51af6865-1112-488a-bda3-ff8fe5106a8a,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Franck,Clerc,,31000,Toulouse,2cd1e9dc-2122-4738-818a-e29796317836,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Christelle,Baron,,49000,Angers,73580ff8-0cb8-4d7b-b342-d76192da4b46,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
Mme,Édith,Aubert,,30000,Nîmes,a658c1ad-0514-45eb-8fb2-b4a4fa4a028e,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
Mme,Édith,Rodriguez,,59000,Lille,9b72de41-a2b4-4d02-b692-ffc8d6d81c25,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
M.,Édouard,Brunel,,66000,Perpignan,7171b854-3c7d-42bc-bc91-656b81496ec2,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,Laurent,Pages,,63000,Clermont-Ferrand,8f9a569f-8315-4ceb-a36d-1e18557bd04f,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Andrée,Brun,,49000,Angers,83a27706-3e76-426f-936a-26b312e57742,49000.0,ANGERS,49007,0000,2,490070000,42437.0,55.95,18.73,57293.0,0.53,0.09,0.22,0.16,0.52,0.3,0.18,0.25,0.75,0.23,0.24,7.0,111.0,21050.29,1.0,0.32,0.24,0.27,0.17,1.0,4.0,0.0,4.0
M.,Xavier,Albert,,75001,Paris,a31b5085-84ae-47d4-9518-765b41c6197e,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Suzanne,David,,25000,Besançon,843d18e1-d701-4bd0-a9a6-4c404f5775d2,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
Mme,Marcelle,Roussel,,57000,Metz,6e0d86e2-2fb4-4098-bf3a-78b1c9192235,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
Mme,Brigitte,Henry,,63000,Clermont-Ferrand,ac127d37-0e00-411f-97f7-c6125199ef3e,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Augustin,Reynaud,,76600,Le Havre,9f431a18-a594-42e6-b89d-e7cabcafc579,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
M.,Christophe,Perrot,,44000,Nantes,4d6a329e-9128-4979-9118-d4260bc1c832,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
M.,Martin,Auger,,38000,Grenoble,38f6dde5-a726-4862-9386-eddd3b403491,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
Mme,Capucine,Gauthier,,13100,Aix-en-Provence,4bb00b14-8341-41e5-b3fb-998271a7beec,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Capucine,Gauthier,,13100,Aix-en-Provence,4bb00b14-8341-41e5-b3fb-998271a7beec,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Henriette,Antoine,,31000,Toulouse,0bb236ab-6e9b-4bf9-abc1-3d9b80b98ee4,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Agathe,Ramos,,35000,Rennes,c6f014db-7848-4b01-a986-1c8ea8cddf16,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
Mme,Claire,Georges,,44000,Nantes,b6874ecd-4939-40e3-9158-b9a8aaaa607c,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
M.,François,Albert,,31000,Toulouse,27c3bbe5-4f0a-4ab8-b49e-93a7c96a19f1,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Geneviève,Girard,,74000,Annecy,16066ef6-fc8c-4323-a18b-ccce8803f5f0,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
M.,Arthur,Ledoux,,13001,Marseille,bb54fb12-ba46-442b-ae80-15da57137c3d,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Charles,Henry,,44000,Nantes,bdb1fbcb-acc0-4e1a-8a97-35ac8dd171e8,44000.0,NANTES,44109,0000,2,441090000,39360.0,55.04,20.43,67159.0,0.53,0.08,0.21,0.18,0.43,0.33,0.24,0.32,0.68,0.17,0.22,8.0,111.0,24386.32,1.0,0.27,0.22,0.28,0.23,3.0,4.0,2.0,3.0
M.,Marc,Maury,,25000,Besançon,3ac8354b-0507-4b65-af5e-2860ce00de0f,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
Mme,Michelle,Voisin,,63000,Clermont-Ferrand,cb166fb9-b359-40d9-87a8-d211bbeb6389,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Rémy,Collet,,87000,Limoges,eea639dc-8cc9-42a2-b014-2c5430f34c21,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
M.,Marcel,Delattre,,76600,Le Havre,c9706a13-283d-49d1-9c09-292670b64d68,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
M.,Augustin,Noël,,75001,Paris,59c22b76-3c4a-4f33-9754-16510edafd0d,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Anne,Traore,,35000,Rennes,5ab6b8d3-1fe0-40a8-bbd8-b79744eaf252,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
Mme,Claudine,Gauthier,,75001,Paris,d260a7c6-da5c-4df4-a089-2378d69aad01,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mme,Nathalie,Chauvin,,72000,Le Mans,48ce7845-a412-43b8-be78-05f34010e2be,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
Mme,Paulette,Albert,,34000,Montpellier,152cc057-cc32-4de7-ad05-e755e9524d38,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
M.,Benjamin,Garnier,,87000,Limoges,4f6d8480-cf5b-4fd0-b766-bde96e19ca61,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
M.,Pierre,Bonnet,,21000,Dijon,82349dd2-5500-4897-801d-07240030a60e,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Claire,Mercier,,31000,Toulouse,80790651-a7bf-4f4f-92ef-b05c7ad6ce46,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
M.,Pierre,Henry,,76600,Le Havre,e0d52d32-ecf1-462c-9e8a-c6b912b7f2da,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
Mme,Cécile,Fontaine,,76600,Le Havre,ba8a5e9d-605b-45fc-81da-36b9d3f2d61c,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
Mme,Marie,Giraud,,29200,Brest,eaaccccc-d44f-407b-af8b-45c778cd5736,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,Raymond,Fischer,,67000,Strasbourg,e42936c2-33af-4ae2-8a04-17e78b7416db,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
M.,Alain,Léger,,6000,Nice,5c4ee2bb-fe35-420f-8969-daf30b5104a4,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Étienne,Blondel,,6000,Nice,2b1cac90-9db3-41c8-abae-13cd34bf0c7b,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Christophe,Masson,,87000,Limoges,a203e0b0-f63c-4e8e-9747-dcfd7bcce4ca,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Célina,Huet,,30000,Nîmes,1ebbc752-4eca-4d17-bebc-18c997ce7a6c,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Guy,Aubry,,83000,Toulon,e4b9021c-74ec-4ba0-b4b0-3b403d7062d2,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
Mme,Lucy,Michaud,,87000,Limoges,0bd778b6-54f0-4409-a3ec-b7fe8f5c429c,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
